0.023438,1744.000000
0.494141,1741.000000
0.964844,1739.000000
1.435547,1737.000000
1.906250,1735.000000
2.376953,1731.000000
2.847656,1731.000000
3.318359,1728.000000
3.789063,1726.000000
4.259766,1725.000000
4.730469,1726.000000
5.201172,1724.000000
5.671875,1723.000000
6.142578,1721.000000
6.613281,1719.000000
7.083984,1720.000000
8.054688,1719.000000
8.496995,1722.000000
8.939302,1720.000000
9.381611,1718.000000
9.823918,1720.000000
10.266226,1720.000000
10.708533,1723.000000
11.150841,1724.000000
11.593149,1723.000000
12.035457,1726.000000
12.477764,1726.000000
12.920073,1727.000000
13.362379,1728.000000
17.804688,1730.000000
18.280540,1732.000000
18.756392,1732.000000
19.232244,1736.000000
19.708097,1737.000000
20.183949,1740.000000
20.659801,1743.000000
21.135654,1745.000000
21.611506,1750.000000
22.087358,1751.000000
22.563210,1756.000000
23.039063,1759.000000
23.514915,1761.000000
23.990767,1765.000000
24.466619,1770.000000
24.942471,0.000000
25.418324,0.000000
25.894176,1640.000000
26.370029,0.000000
26.845881,0.000000
27.321733,0.000000
27.797585,0.000000
28.273438,0.000000
28.749290,0.000000
29.225143,0.000000
29.700994,1224.000000
30.176846,0.000000
30.652699,0.000000
31.128551,1110.000000
31.604404,0.000000
32.080254,1266.000000
32.556107,0.000000
33.031960,1002.000000
35.867188,0.000000
36.351563,1150.000000
36.835938,1138.000000
37.320313,0.000000
37.804688,897.000000
38.289063,0.000000
38.773438,0.000000
39.257813,1023.000000
39.742188,0.000000
40.226563,802.000000
40.710938,797.000000
41.195313,0.000000
41.679688,931.000000
42.164063,914.000000
42.648438,899.000000
43.132813,912.000000
43.617188,0.000000
44.101563,700.000000
44.585938,698.000000
45.070313,710.000000
45.554688,0.000000
46.039063,809.000000
46.523438,798.000000
47.007813,788.000000
47.492188,799.000000
47.976563,0.000000
48.460938,618.000000
48.945313,608.000000
49.429688,609.000000
49.914063,618.000000
50.398438,0.000000
50.882813,711.000000
51.367188,703.000000
51.851563,696.000000
52.335938,688.000000
52.820313,682.000000
53.304688,683.000000
53.789063,0.000000
54.273438,537.000000
54.757813,532.000000
55.757813,527.000000
56.080730,522.000000
56.403645,524.000000
59.617188,0.000000
60.106640,0.000000
60.596092,621.000000
61.085548,615.000000
61.575001,610.000000
62.064453,605.000000
62.553905,601.000000
63.043358,596.000000
63.532814,595.000000
64.022263,0.000000
64.511719,462.000000
65.001175,459.000000
65.490623,455.000000
65.980080,452.000000
66.469528,449.000000
66.958984,446.000000
67.448441,443.000000
67.937889,441.000000
68.427345,438.000000
68.916794,435.000000
69.406250,432.000000
69.895706,430.000000
70.385155,428.000000
70.874611,430.000000
71.364059,436.000000
71.853516,445.000000
72.342972,0.000000
72.832420,526.000000
73.321877,524.000000
73.811325,522.000000
74.300781,519.000000
74.790237,517.000000
75.279686,515.000000
75.769142,513.000000
76.258591,511.000000
76.748047,509.000000
77.237503,507.000000
77.726952,505.000000
78.216408,503.000000
78.705856,501.000000
79.710938,500.000000
80.085938,499.000000
80.460938,497.000000
80.835938,495.000000
84.007813,494.000000
84.499611,492.000000
84.991409,491.000000
85.483200,490.000000
85.974998,489.000000
86.466797,487.000000
86.958595,487.000000
87.450394,485.000000
87.942184,484.000000
88.433983,483.000000
88.925781,483.000000
89.417580,482.000000
89.909378,481.000000
90.401169,480.000000
90.892967,480.000000
91.384766,479.000000
91.876564,478.000000
92.368362,478.000000
92.860153,477.000000
93.351952,477.000000
93.843750,477.000000
94.335548,476.000000
94.827347,476.000000
95.319138,475.000000
95.810936,475.000000
96.302734,475.000000
96.794533,475.000000
97.286331,475.000000
97.778122,475.000000
98.269920,475.000000
98.761719,475.000000
99.253517,475.000000
99.745316,475.000000
100.237106,476.000000
100.728905,476.000000
101.220703,476.000000
101.712502,477.000000
102.204300,477.000000
102.696091,477.000000
103.187889,478.000000
104.210938,478.000000
104.539063,479.000000
104.867188,479.000000
107.867188,481.000000
108.365623,481.000000
108.864059,482.000000
109.362503,483.000000
109.860939,484.000000
110.359375,485.000000
110.857811,486.000000
111.356247,487.000000
111.854691,488.000000
112.353127,489.000000
112.851563,490.000000
113.349998,491.000000
113.848434,493.000000
114.346878,494.000000
114.845314,496.000000
115.343750,497.000000
115.842186,499.000000
116.340622,500.000000
116.839066,502.000000
117.337502,503.000000
117.835938,505.000000
118.334373,507.000000
118.832809,509.000000
119.331253,511.000000
119.829689,516.000000
120.328125,0.000000
120.826561,510.000000
121.324997,519.000000
121.823441,522.000000
122.321877,524.000000
122.820313,526.000000
123.318748,529.000000
123.817184,532.000000
124.315628,535.000000
124.814064,537.000000
125.312500,540.000000
125.810936,543.000000
126.309372,547.000000
126.807816,545.000000
127.306252,552.000000
128.335938,553.000000
128.669266,558.000000
129.002609,562.000000
131.929688,565.000000
132.434372,569.000000
132.939056,572.000000
133.443756,576.000000
133.948441,580.000000
134.453125,584.000000
134.957809,588.000000
135.462494,592.000000
135.967194,597.000000
136.471878,600.000000
136.976563,605.000000
137.481247,610.000000
137.985931,614.000000
138.490631,619.000000
138.995316,624.000000
139.500000,629.000000
140.004684,635.000000
140.509369,640.000000
141.014069,645.000000
141.518753,651.000000
142.023438,657.000000
142.528122,663.000000
143.032806,669.000000
143.537506,675.000000
144.042191,681.000000
144.546875,689.000000
145.051559,695.000000
145.556244,702.000000
146.060944,716.000000
146.565628,0.000000
147.070313,663.000000
147.574997,0.000000
148.079681,0.000000
148.584381,0.000000
149.089066,679.000000
149.593750,687.000000
150.098434,695.000000
150.603119,703.000000
151.107819,710.000000
151.612503,719.000000
152.585938,726.000000
152.945313,738.000000
153.304688,0.000000
156.007813,0.000000
156.516800,0.000000
157.025787,0.000000
157.534760,0.000000
158.043747,0.000000
158.552734,0.000000
159.061722,927.000000
159.570709,928.000000
160.079681,904.000000
160.588669,891.000000
161.097656,880.000000
161.606644,873.000000
162.115631,859.000000
162.624603,847.000000
163.133591,859.250000
163.642578,861.250000
164.151566,853.250000
164.660553,842.250000
165.169525,845.250000
165.678513,851.250000
166.187500,854.250000
166.696487,853.250000
167.205475,857.000000
167.714447,847.000000
168.223434,847.000000
168.732422,850.000000
169.241409,853.000000
169.750397,855.000000
170.259369,855.000000
170.768356,852.000000
171.277344,858.000000
171.786331,851.000000
172.295319,856.000000
172.804291,861.000000
173.313278,876.000000
173.822266,895.000000
174.331253,0.000000
174.840240,0.000000
175.349213,0.000000
175.858200,729.000000
176.914063,732.000000
177.187500,736.000000
179.539063,0.000000
180.050781,0.000000
180.562500,0.000000
181.074219,0.000000
181.585938,0.000000
182.097656,0.000000
182.609375,1409.000000
183.121094,0.000000
183.632813,3227.000000
184.144531,0.000000
184.656250,0.000000
185.167969,0.000000
185.679688,1267.000000
186.191406,1248.000000
186.703125,0.000000
187.214844,0.000000
187.726563,0.000000
188.238281,0.000000
188.750000,3028.000000
189.261719,3019.000000
189.773438,3009.000000
190.285156,3000.000000
190.796875,2985.000000
191.308594,2973.000000
191.820313,2966.000000
192.332031,2957.000000
192.843750,2946.000000
193.355469,2939.000000
193.867188,2931.000000
194.378906,2936.000000
194.890625,2901.000000
195.402344,2907.000000
195.914063,0.000000
196.425781,0.000000
196.937500,3306.000000
197.449219,3302.000000
197.960938,0.000000
198.472656,0.000000
198.984375,0.000000
199.496094,0.000000
200.539063,0.000000
200.882813,0.000000
201.226563,2242.000000
203.804688,2249.000000
204.320709,2252.000000
204.836716,2256.000000
205.352737,2263.000000
205.868744,2268.000000
206.384766,2276.000000
206.900787,2282.000000
207.416794,2289.000000
207.932816,2295.000000
208.448822,2300.000000
208.964844,2306.000000
209.480865,2315.000000
209.996872,2325.000000
210.512894,2332.000000
211.028900,2341.000000
211.544922,2349.000000
212.060944,2356.000000
212.576950,2366.000000
213.092972,2378.000000
213.608978,2386.000000
214.125000,2396.000000
